time, a_x, a_y, a_z, g_x, g_y, g_z, deltat 
1574070993.845574, -0.255859, -0.573730, 0.531250, 78.979492, -53.527832, 40.954590, 0.013380
1574070993.858481, -0.163086, -0.561523, 0.476074, 85.021973, -40.344238, 54.077148, 0.013401
1574070993.873794, -0.194336, -0.621582, 0.625977, 68.481445, -43.945312, 42.968750, 0.013379
1574070993.885663, -0.220703, -0.670898, 0.580078, 42.175293, -46.020508, 21.057129, 0.013448
1574070993.899732, -0.269531, -0.632324, 0.684570, 29.235840, -50.048828, 9.216309, 0.013605
1574070993.912811, -0.262695, -0.631348, 0.670410, 36.071777, -63.537598, 15.136719, 0.013415
1574070993.928102, -0.248535, -0.569336, 0.622559, 67.626953, -72.143555, 21.850586, 0.013404
1574070993.939671, -0.255859, -0.557617, 0.605957, 87.097168, -81.298828, 28.015137, 0.013370
1574070993.952737, -0.213379, -0.541504, 0.596680, 80.200195, -77.270508, 32.653809, 0.013395
1574070993.965655, -0.167969, -0.517090, 0.625488, 58.288574, -71.777344, 37.475586, 0.013376
1574070993.980649, 0.293945, -0.681641, 0.565918, 46.508789, -29.541016, -3.356934, 0.013418
1574070993.993878, -0.092773, -0.333984, 0.866699, 49.987793, -39.733887, -50.842285, 0.013633
1574070994.006862, -0.174316, -0.406250, 0.727539, 54.565430, -44.555664, -17.944336, 0.013435
1574070994.020746, -0.094727, -0.503906, 0.774902, 49.438477, -46.752930, -5.859375, 0.013389
1574070994.033719, -0.172852, -0.562500, 0.650391, 54.748535, -42.907715, -1.525879, 0.013401
1574070994.046798, -0.087891, -0.505371, 0.750977, 57.556152, -39.062500, 2.258301, 0.013380
1574070994.059722, -0.067383, -0.387695, 0.751465, 52.734375, -43.762207, 8.850098, 0.013395
1574070994.078770, -0.054199, -0.387207, 0.717773, 52.490234, -49.865723, 16.113281, 0.013380
1574070994.087074, -0.096680, -0.428223, 0.734375, 46.447754, -41.320801, 21.179199, 0.013469
1574070994.100876, -0.101074, -0.396973, 0.788574, 38.513184, -38.635254, 28.686523, 0.013630
1574070994.114059, -0.107910, -0.471191, 0.836914, 42.541504, -48.400879, 20.812988, 0.013416
1574070994.128162, -0.090332, -0.395996, 0.814941, 49.194336, -56.091309, 21.545410, 0.013401
1574070994.140972, -0.083496, -0.428223, 0.709473, 69.702148, -59.387207, 15.197754, 0.013389
1574070994.153904, -0.064941, -0.358398, 0.727539, 73.486328, -51.391602, 10.803223, 0.013398
1574070994.167871, 0.041992, -0.242188, 0.798340, 72.448730, -48.339844, 14.343262, 0.013373
1574070994.180765, -0.046875, -0.359863, 0.807617, 77.575684, -62.988281, 10.986328, 0.013396
1574070994.194004, 0.047363, -0.337891, 0.771973, 84.411621, -43.151855, 13.183594, 0.013402
1574070994.208007, -0.007324, -0.329102, 0.914551, 100.830078, -41.625977, 12.756348, 0.013632
1574070994.222013, 0.022949, -0.229492, 0.868164, 106.994629, -49.682617, 13.366699, 0.013378
1574070994.235061, 0.072266, -0.217773, 0.758301, 100.891113, -36.560059, 14.892578, 0.013379
1574070994.248072, 0.054688, -0.229492, 0.722656, 94.543457, -8.422852, 15.563965, 0.013364
1574070994.261065, 0.016113, -0.216797, 0.896973, 92.529297, 11.230469, 17.944336, 0.013382
1574070994.275397, -0.035645, -0.243164, 1.052246, 91.552734, 2.014160, 15.136719, 0.013360
1574070994.289502, -0.004883, -0.194336, 0.978027, 87.280273, -13.061523, 9.155273, 0.013395
1574070994.302377, 0.057129, -0.084961, 0.905762, 76.660156, -12.756348, 11.718750, 0.013640
1574070994.315775, 0.053711, -0.055664, 0.874512, 71.289062, -0.488281, 19.348145, 0.013474
1574070994.328847, -0.014160, -0.188477, 0.882812, 72.509766, 14.648438, 18.798828, 0.013385
1574070994.342892, -0.021484, -0.160156, 1.062988, 56.945801, 16.357422, 12.145996, 0.013361
1574070994.356081, -0.031250, -0.125488, 1.009277, 38.330078, -0.122070, 5.249023, 0.013381
1574070994.370181, -0.094727, -0.106445, 1.003906, 36.254883, -13.977051, 5.371094, 0.013361
1574070994.385335, 0.013672, 0.014160, 0.970703, 69.702148, -45.349121, 3.906250, 0.013382
1574070994.396262, -0.068848, -0.120117, 0.732422, 82.641602, -69.335938, -0.061035, 0.013394
1574070994.409267, 0.051758, 0.009277, 0.657715, 112.792969, -104.309082, -2.746582, 0.013634
1574070994.423235, 0.184570, 0.082520, 1.018066, 109.680176, -123.535156, 11.657715, 0.013369
1574070994.436506, 0.048828, -0.100586, 1.155273, 78.491211, -105.163574, 7.263184, 0.013415
1574070994.449680, 0.089355, -0.017090, 1.231445, 33.874512, -101.623535, -10.070801, 0.013388
1574070994.463687, 0.162598, 0.072266, 1.045898, 4.455566, -115.966797, -8.178711, 0.013376
1574070994.476652, 0.222168, 0.113281, 0.805664, 1.525879, -119.750977, 0.793457, 0.013382
1574070994.490967, 0.255859, 0.120117, 0.672363, 16.052246, -98.266602, 10.498047, 0.013666
1574070994.503478, 0.232422, 0.052246, 0.732910, 38.513184, -74.523926, 6.103516, 0.013619
1574070994.516615, 0.261230, -0.004395, 0.889160, 35.278320, -49.438477, 1.098633, 0.013401
1574070994.529673, 0.260254, -0.044434, 0.941895, 11.108398, -13.916016, -7.385254, 0.013388
1574070994.543708, 0.208008, -0.029785, 0.818848, -17.395020, 4.455566, -22.460938, 0.013364
1574070994.558070, 0.247070, 0.092773, 0.605957, -6.896973, 17.517090, -21.545410, 0.013397
1574070994.570888, 0.281250, 0.089355, 0.717773, 1.892090, 38.085938, -23.071289, 0.013374
1574070994.583661, 0.290527, 0.166016, 0.732422, -1.892090, 45.776367, -7.934570, 0.013385
1574070994.600726, 0.187012, 0.016602, 0.711426, 15.747070, 56.579590, -0.488281, 0.013396
1574070994.611473, 0.123047, -0.096191, 0.925781, 19.592285, 68.664551, -9.826660, 0.013643
1574070994.624680, 0.203125, 0.060547, 1.132324, -0.732422, 72.326660, -19.348145, 0.013374
1574070994.637650, 0.080566, 0.031738, 1.022949, -9.460449, 49.316406, -22.644043, 0.013370
1574070994.651658, 0.180664, 0.166992, 1.227051, -26.428223, 12.329102, -13.916016, 0.013388
1574070994.664348, 0.109863, -0.020996, 0.961426, -9.826660, -15.502930, -12.512207, 0.013373
1574070994.678769, 0.204102, 0.091309, 1.026367, -7.385254, -39.672852, -7.324219, 0.013389
1574070994.692692, 0.184570, 0.027832, 0.855469, -2.868652, -44.128418, -2.807617, 0.013360
1574070994.706652, 0.174805, 0.004395, 0.895020, -14.831543, -33.630371, -9.765625, 0.013429
1574070994.718383, 0.118652, 0.012695, 0.895996, -32.836914, -39.611816, -15.563965, 0.013607
1574070994.731622, 0.254883, 0.055664, 0.842285, -32.714844, -53.833008, -4.211426, 0.013392
1574070994.748116, 0.296875, 0.028809, 0.651855, -25.756836, -20.446777, -6.103516, 0.013361
1574070994.758807, 0.371582, 0.162109, 0.608398, -41.442871, 72.082520, -9.216309, 0.013382
1574070994.771951, 0.072266, -0.035645, 0.935059, -57.312012, 93.078613, -12.023926, 0.013357
1574070994.784781, 0.151367, -0.014648, 0.913574, -48.950195, 78.552246, -17.211914, 0.013388
1574070994.798934, 0.097656, -0.100586, 0.879883, -37.048340, 65.002441, -23.071289, 0.013386
1574070994.813206, 0.100586, 0.002930, 0.957520, -23.498535, 48.706055, -25.878906, 0.013638
1574070994.826092, 0.001953, -0.043945, 0.823730, -17.211914, 34.118652, -27.770996, 0.013371
1574070994.839141, 0.093262, -0.020996, 0.806152, -12.817383, 29.357910, -30.334473, 0.013369
1574070994.851945, 0.143066, 0.020508, 0.985840, -0.549316, 18.920898, -23.193359, 0.013382
1574070994.866041, 0.120605, -0.040039, 1.102051, 12.878418, -15.991211, -12.390137, 0.013361
1574070994.879122, 0.106934, -0.058594, 0.944336, 16.723633, -42.297363, -8.117676, 0.013381
1574070994.899194, 0.231445, 0.051270, 0.920898, 15.197754, -48.339844, 0.549316, 0.013364
1574070994.907718, 0.198730, 0.013672, 0.842773, 20.629883, -53.283691, 14.221191, 0.013413
1574070994.920603, 0.078613, -0.077148, 0.753906, 23.498535, -37.841797, 6.347656, 0.013660
1574070994.932403, 0.197754, 0.033691, 0.746582, 16.357422, -16.540527, 6.774902, 0.013425
1574070994.946269, 0.257324, 0.023438, 0.954102, 12.512207, -5.859375, 17.944336, 0.013365
1574070994.959620, 0.099609, -0.084961, 0.856445, 11.901855, -5.920410, 14.404297, 0.013385
1574070994.972654, 0.156738, -0.061035, 0.858398, 8.728027, -2.258301, 1.892090, 0.013363
1574070994.986712, 0.279297, 0.045410, 0.858398, 8.422852, 2.197266, 5.737305, 0.013382
1574070995.001036, 0.290039, 0.057617, 0.809082, 3.112793, 16.906738, 16.052246, 0.013380
1574070995.012928, 0.162598, 0.006348, 0.857422, -4.089355, 27.648926, 15.136719, 0.013428
1574070995.026878, 0.167969, 0.000977, 1.031738, -6.835938, 20.874023, 13.671875, 0.013625
1574070995.039981, 0.241211, 0.067871, 1.038574, -17.639160, 14.160156, 14.038086, 0.013373
1574070995.053243, 0.237793, 0.121582, 0.892090, -24.291992, 17.028809, 22.766113, 0.013378
1574070995.067101, 0.193848, 0.027344, 0.859375, -22.216797, 17.700195, 29.479980, 0.013361
1574070995.081579, 0.051270, -0.163086, 0.801270, -11.474609, 16.052246, 20.812988, 0.013378
1574070995.093345, 0.063477, -0.059570, 0.762695, -13.122559, 27.648926, 8.239746, 0.013361
1574070995.107457, 0.199707, -0.048828, 0.766113, -6.469727, 43.273926, 4.760742, 0.013402
1574070995.120558, 0.116699, -0.084961, 0.848145, -10.742188, 68.298340, 1.098633, 0.013606
1574070995.135013, -0.009277, -0.076660, 1.017578, -5.920410, 68.786621, -6.835938, 0.013398
1574070995.147692, 0.077148, -0.011230, 0.913086, 2.197266, 41.625977, -3.723145, 0.013376
1574070995.160814, 0.030273, 0.032227, 0.801270, -2.807617, 47.424316, 4.394531, 0.013382
1574070995.173871, 0.026367, -0.069336, 0.875977, -9.948730, 45.288086, 0.366211, 0.013361
1574070995.186801, 0.092773, -0.041504, 0.996582, -4.272461, 30.944824, -1.892090, 0.013379
1574070995.205979, 0.104492, 0.010254, 1.057617, -7.202148, 12.451172, 0.305176, 0.013375
1574070995.214477, 0.151855, -0.047852, 0.883789, -14.160156, 6.774902, 2.990723, 0.013414
1574070995.227230, -0.018555, -0.095215, 0.878906, -5.432129, -18.188477, 7.019043, 0.013599
1574070995.241458, 0.003418, -0.056641, 1.071777, -4.333496, -55.908203, 11.169434, 0.013369
1574070995.254470, 0.220703, -0.105957, 0.786133, -5.920410, -88.134766, 13.366699, 0.013378
1574070995.268592, 0.216797, -0.066406, 0.727051, -0.793457, -56.884766, 15.930176, 0.013361
1574070995.281659, 0.166504, -0.127441, 0.731445, 14.038086, -36.254883, 12.451172, 0.013379
1574070995.295040, 0.202637, -0.036621, 0.692871, 17.456055, -11.108398, 22.033691, 0.013357
1574070995.308713, 0.081543, -0.031738, 0.842285, 1.586914, 21.850586, 15.441895, 0.013393
1574070995.322465, 0.141113, -0.019043, 0.878906, -5.798340, 20.874023, 20.080566, 0.013408
1574070995.335334, 0.091797, -0.072266, 0.875488, -0.793457, 14.221191, 18.249512, 0.013622
1574070995.349374, 0.116699, -0.066895, 0.881348, 7.690430, 8.605957, 17.028809, 0.013359
1574070995.362462, 0.098633, -0.117188, 0.890137, 15.502930, -3.784180, 13.793945, 0.013418
1574070995.375452, -0.026855, -0.094727, 0.861816, 10.803223, 5.737305, 1.647949, 0.013388
1574070995.389359, 0.071777, -0.009766, 0.910645, 4.455566, 14.587402, -13.122559, 0.013374
1574070995.402231, 0.045898, -0.089355, 0.948730, 15.380859, -3.601074, -14.038086, 0.013379
1574070995.416353, 0.023438, -0.028809, 0.985840, 19.897461, -25.878906, -11.840820, 0.013412
1574070995.429583, 0.009277, 0.020508, 1.041992, 22.766113, -52.978516, -8.605957, 0.013636
1574070995.443052, 0.181641, -0.033691, 0.816895, 23.620605, -51.330566, -14.160156, 0.013384
1574070995.456051, 0.283203, -0.072266, 0.693848, 30.090332, -71.960449, -11.108398, 0.013382
1574070995.469027, 0.179688, -0.022949, 0.881836, 28.564453, -57.861328, -11.657715, 0.013363
1574070995.482226, 0.246582, 0.046875, 0.655762, 28.686523, -40.222168, -1.220703, 0.013382
1574070995.496493, 0.214355, 0.044434, 0.813477, 23.193359, -24.169922, 5.920410, 0.013364
1574070995.516318, 0.201660, -0.019531, 0.773438, 13.183594, -8.544922, 2.929688, 0.013386
1574070995.523689, 0.136719, -0.046875, 0.851074, 10.742188, 2.502441, -5.554199, 0.013405
1574070995.536638, 0.228027, -0.015625, 0.936523, 9.826660, -4.699707, -6.774902, 0.013627
1574070995.557669, 0.180664, -0.026367, 0.916504, 18.371582, -17.639160, -6.774902, 0.013371
1574070995.566427, 0.195312, 0.033203, 0.843750, 18.981934, -20.385742, -6.347656, 0.013369
1574070995.593041, 0.216309, 0.023438, 0.933105, 14.892578, -17.944336, -5.920410, 0.013382
1574070995.594953, 0.191406, -0.024902, 0.938965, 21.057129, -13.122559, -7.019043, 0.013364
1574070995.602591, 0.260742, 0.056641, 0.635742, 21.118164, -8.239746, -2.441406, 0.013383
1574070995.616772, 0.240234, 0.103516, 0.897949, 18.371582, 0.732422, -0.122070, 0.013442
1574070995.630948, 0.161621, 0.018555, 0.823730, -4.028320, 36.987305, -3.845215, 0.013650
1574070995.644084, 0.195312, 0.049316, 0.841309, -6.164551, 35.461426, 0.854492, 0.013391
1574070995.658198, 0.213379, 0.045410, 0.909180, -7.263184, 32.592773, 4.699707, 0.013388
1574070995.671219, 0.216797, 0.077148, 0.912109, -4.577637, 30.700684, 3.662109, 0.013364
1574070995.684269, 0.115234, 0.088379, 0.887695, -12.329102, 38.146973, 2.380371, 0.013385
1574070995.697282, 0.099121, 0.021973, 0.907227, -18.249512, 39.611816, 4.089355, 0.013367
1574070995.710446, 0.141113, 0.025879, 0.909668, -19.958496, 44.189453, 3.723145, 0.013395
1574070995.725790, 0.152344, 0.003418, 0.903809, -23.193359, 38.330078, 4.028320, 0.013399
1574070995.738761, 0.152344, 0.013184, 0.841797, -20.874023, 35.705566, 4.699707, 0.013609
1574070995.751861, 0.125488, -0.041504, 0.996582, 0.732422, 28.991699, 0.732422, 0.013398
1574070995.764787, 0.106934, 0.023438, 0.875488, 1.342773, 28.442383, 0.183105, 0.013367
1574070995.779088, 0.095703, 0.003906, 0.914551, -0.305176, 23.864746, 0.244141, 0.013385
1574070995.791341, 0.107910, 0.025879, 0.894531, 0.549316, 19.104004, 0.244141, 0.013363
1574070995.804737, 0.108887, 0.020020, 0.905762, 0.305176, 13.122559, 2.990723, 0.013383
1574070995.820400, 0.088379, -0.026367, 0.845703, 1.220703, 12.207031, 5.187988, 0.013392
1574070995.832400, 0.084961, -0.022461, 0.917969, 0.976562, 19.897461, 3.784180, 0.013425
1574070995.845652, 0.054199, 0.020020, 0.893066, 2.624512, 18.249512, 4.333496, 0.013576
1574070995.857661, 0.024414, -0.020508, 0.890137, 0.183105, 20.324707, 0.976562, 0.013392
1574070995.874222, 0.062988, -0.025879, 0.890625, 0.122070, 17.578125, -4.943848, 0.013370
1574070995.885242, 0.067871, -0.016602, 0.903320, -1.525879, 12.512207, -5.065918, 0.013372
1574070995.898315, 0.108398, -0.026855, 0.916504, -0.915527, 13.732910, -4.760742, 0.013358
1574070995.912514, 0.093750, 0.006836, 0.856445, 0.183105, 13.549805, -5.981445, 0.013412
1574070995.925661, 0.027344, -0.050293, 0.858398, 1.220703, 25.024414, -8.422852, 0.013432
1574070995.939848, 0.132812, -0.019043, 0.773438, 1.953125, 33.691406, -12.695312, 0.013620
1574070995.952573, 0.210449, -0.041992, 0.756348, -2.380371, 31.372070, -8.728027, 0.013397
1574070995.965735, 0.086914, -0.030762, 0.870117, -0.549316, 26.611328, -5.004883, 0.013374
1574070995.980029, -0.145996, 0.010254, 1.108398, 0.122070, 16.235352, -4.882812, 0.013385
1574070995.993145, -0.164551, -0.035645, 1.265137, 3.356934, 15.625000, -5.615234, 0.013364
1574070996.006164, 0.326660, 0.016113, 0.492676, 3.173828, 34.362793, -3.173828, 0.013382
1574070996.024307, 0.031250, 0.012207, 0.905762, 1.953125, 2.075195, -3.112793, 0.013382
1574070996.033843, 0.057129, -0.005371, 0.860840, 0.671387, 3.784180, -3.234863, 0.013412
1574070996.045800, -0.017090, 0.001465, 0.941895, 0.366211, 0.122070, -3.784180, 0.013576
1574070996.059037, 0.009766, 0.009277, 0.956543, 1.037598, 2.136230, -3.784180, 0.013393
1574070996.073056, 0.042480, 0.000000, 0.872070, 0.305176, 2.990723, -3.906250, 0.013359
1574070996.086039, 0.071289, -0.003906, 0.862305, 0.915527, 2.807617, -4.028320, 0.013377
1574070996.099331, 0.039551, -0.003906, 0.867676, 1.770020, 1.831055, -3.906250, 0.013357
1574070996.114442, 0.044434, 0.005371, 0.922363, 0.427246, 0.915527, -3.479004, 0.013376
1574070996.128900, 0.034180, -0.003906, 0.893066, 0.915527, 1.403809, -3.784180, 0.013411
1574070996.140845, 0.034668, -0.020996, 0.859375, 1.708984, 1.586914, -4.638672, 0.013390
1574070996.154842, 0.018066, 0.011719, 0.910156, 1.159668, 0.244141, -3.906250, 0.013616
1574070996.166741, 0.040527, -0.017578, 0.865723, 1.525879, 1.281738, -4.028320, 0.013369
1574070996.182032, 0.037109, -0.002441, 0.899902, 0.854492, 0.915527, -3.845215, 0.013381
1574070996.193656, 0.035156, -0.002441, 0.893555, 0.671387, 1.220703, -3.967285, 0.013361
1574070996.207695, 0.036133, -0.001953, 0.884766, 0.610352, 1.342773, -3.906250, 0.013380
1574070996.220654, 0.044434, 0.001953, 0.895020, 0.793457, 0.976562, -3.845215, 0.013391
1574070996.233584, 0.042969, -0.000488, 0.892578, 0.915527, 0.976562, -3.906250, 0.013446
1574070996.247513, 0.035156, -0.002930, 0.886230, 0.915527, 0.854492, -4.028320, 0.013629
1574070996.260564, 0.038086, -0.004883, 0.889160, 0.915527, 1.220703, -3.784180, 0.013405
1574070996.274597, 0.036133, -0.000488, 0.885254, 0.732422, 0.915527, -3.784180, 0.013360
1574070996.287911, 0.041016, -0.009277, 0.882812, 0.671387, 1.098633, -3.723145, 0.013834
1574070996.300971, 0.040527, -0.005371, 0.870605, 0.976562, 1.220703, -3.845215, 0.013380
1574070996.314903, 0.041504, -0.004395, 0.895996, 0.793457, 1.037598, -3.845215, 0.013375
1574070996.331863, 0.039062, -0.005859, 0.884766, 1.037598, 0.915527, -3.784180, 0.013401
1574070996.342498, 0.038086, 0.003418, 0.892578, 0.793457, 1.159668, -3.967285, 0.013391
1574070996.355069, 0.041016, 0.003906, 0.885742, 0.915527, 1.037598, -3.906250, 0.013605
1574070996.369382, 0.036621, 0.001465, 0.883789, 0.793457, 1.037598, -3.906250, 0.013373
1574070996.381207, 0.044434, 0.001465, 0.888184, 0.793457, 1.037598, -3.845215, 0.013378
1574070996.396521, 0.039551, -0.004883, 0.887695, 0.793457, 1.098633, -3.906250, 0.013361
1574070996.409376, 0.040527, 0.002930, 0.895020, 0.976562, 1.037598, -3.845215, 0.013376
1574070996.421280, 0.045898, -0.005371, 0.881348, 1.281738, 0.976562, -3.906250, 0.013376
1574070996.436461, 0.040527, -0.000977, 0.885254, 0.854492, 0.915527, -3.845215, 0.013399
1574070996.448556, 0.040527, -0.000488, 0.893555, 0.915527, 1.098633, -3.906250, 0.013587
1574070996.462975, 0.040039, -0.006348, 0.882324, 0.793457, 1.098633, -3.906250, 0.013388
1574070996.475787, 0.036621, -0.005859, 0.884277, 0.854492, 1.037598, -3.967285, 0.013382
1574070996.488898, 0.039062, -0.001465, 0.897949, 0.732422, 1.098633, -3.784180, 0.013364
1574070996.501991, 0.033691, -0.003906, 0.895996, 0.854492, 0.854492, -3.906250, 0.013388
1574070996.516309, 0.034668, 0.000000, 0.895996, 0.976562, 0.915527, -3.845215, 0.013372
1574070996.530826, 0.037598, 0.000488, 0.890625, 0.854492, 0.915527, -3.906250, 0.013402
1574070996.546189, 0.039062, -0.001465, 0.881348, 0.915527, 1.159668, -4.150391, 0.013384
1574070996.556659, 0.035645, 0.000488, 0.882324, 0.854492, 0.976562, -3.967285, 0.013617
1574070996.572303, 0.040039, -0.001953, 0.884277, 0.976562, 0.854492, -3.662109, 0.013374
1574070996.584236, 0.040527, -0.001465, 0.878906, 0.976562, 1.159668, -4.028320, 0.013389
1574070996.598428, 0.041992, -0.008301, 0.877441, 0.793457, 1.037598, -3.723145, 0.013373
1574070996.610446, 0.039062, 0.001953, 0.883789, 0.915527, 1.037598, -3.662109, 0.013380
1574070996.624510, 0.042480, -0.004395, 0.889160, 0.793457, 0.915527, -3.906250, 0.013382
1574070996.638612, 0.037109, 0.000977, 0.878418, 0.793457, 0.732422, -3.723145, 0.013385
1574070996.651914, 0.039062, -0.004395, 0.895996, 0.976562, 1.220703, -3.906250, 0.013400
1574070996.663612, 0.045410, 0.000488, 0.883789, 0.915527, 0.915527, -3.967285, 0.013582
1574070996.678722, 0.037598, -0.004883, 0.886230, 0.854492, 1.037598, -3.906250, 0.013386
1574070996.692001, 0.041016, -0.005859, 0.889648, 0.915527, 1.098633, -3.845215, 0.013370
1574070996.703774, 0.036621, -0.001465, 0.882324, 0.671387, 0.915527, -4.028320, 0.013378
1574070996.717884, 0.035156, -0.004395, 0.881348, 1.037598, 0.854492, -3.784180, 0.013374
1574070996.731011, 0.040039, -0.008789, 0.901367, 0.854492, 0.854492, -3.967285, 0.013398
1574070996.744195, 0.042480, 0.000977, 0.888184, 0.732422, 0.976562, -3.784180, 0.013403
1574070996.758275, 0.042480, 0.000488, 0.887695, 0.793457, 0.854492, -3.967285, 0.013613
1574070996.770595, 0.039551, -0.001465, 0.897949, 0.854492, 1.098633, -3.845215, 0.013467
1574070996.788354, 0.036621, -0.004883, 0.885742, 0.793457, 1.098633, -3.784180, 0.013389
1574070996.800303, 0.041992, -0.000488, 0.888184, 0.793457, 1.037598, -4.028320, 0.013373
1574070996.811185, 0.041016, 0.000977, 0.894531, 0.915527, 1.037598, -3.906250, 0.013383
1574070996.824220, 0.039062, -0.003906, 0.885742, 0.793457, 0.915527, -3.906250, 0.013385
1574070996.842874, 0.041504, -0.004883, 0.884277, 0.793457, 0.976562, -3.906250, 0.013382
1574070996.854060, 0.041504, -0.000488, 0.874023, 0.610352, 0.915527, -3.845215, 0.013402
1574070996.864698, 0.034180, 0.000488, 0.892090, 0.732422, 1.159668, -3.845215, 0.013594
1574070996.877585, 0.041992, -0.004883, 0.905273, 0.915527, 0.854492, -3.906250, 0.013397
1574070996.891722, 0.039551, 0.000977, 0.884766, 0.793457, 0.793457, -3.967285, 0.013371
1574070996.905043, 0.042969, -0.006836, 0.880371, 0.976562, 0.854492, -4.028320, 0.013381
1574070996.917821, 0.040039, -0.002930, 0.885742, 0.915527, 0.854492, -3.784180, 0.013374
1574070996.931874, 0.038086, -0.002441, 0.892090, 0.915527, 0.854492, -3.906250, 0.013404
1574070996.945916, 0.034668, -0.006348, 0.883789, 1.037598, 0.854492, -4.089355, 0.013364
1574070996.958775, 0.039551, -0.003906, 0.893066, 0.793457, 0.915527, -3.845215, 0.013425
1574070996.972047, 0.035645, -0.005371, 0.884766, 0.976562, 0.915527, -3.906250, 0.013582
1574070996.986189, 0.036621, -0.010742, 0.891113, 1.037598, 0.976562, -3.845215, 0.013392
1574070997.000154, 0.041016, 0.000000, 0.902832, 0.854492, 0.915527, -3.906250, 0.013356
1574070997.012363, 0.038086, -0.003418, 0.897949, 0.549316, 0.915527, -3.723145, 0.013368
1574070997.025322, 0.040527, -0.006348, 0.889648, 0.854492, 0.854492, -3.906250, 0.013398
1574070997.039453, 0.041504, -0.007324, 0.883789, 0.854492, 0.976562, -3.906250, 0.013399
1574070997.053800, 0.036621, -0.004395, 0.880859, 0.854492, 0.915527, -3.906250, 0.013439
1574070997.067008, 0.039062, -0.002441, 0.898926, 0.671387, 0.976562, -3.967285, 0.013601
1574070997.079778, 0.042969, -0.005859, 0.879883, 0.793457, 1.098633, -3.906250, 0.013398
1574070997.092625, 0.045410, 0.002441, 0.883301, 0.976562, 0.854492, -3.906250, 0.013373
1574070997.106727, 0.035645, 0.001465, 0.888184, 0.854492, 0.732422, -3.845215, 0.013385
1574070997.120893, 0.037109, -0.001953, 0.894531, 0.976562, 0.732422, -3.784180, 0.013374
1574070997.133761, 0.038574, -0.005371, 0.888672, 0.854492, 0.793457, -3.967285, 0.013400
1574070997.150368, 0.035156, -0.005371, 0.897461, 0.915527, 1.037598, -3.906250, 0.013367
1574070997.159572, 0.032227, -0.0063time, a_x, a_y, a_z, g_x, g_y, g_z, deltat 
